ID,NAME,Tennis Court Area,Park Name,ADDRESS,DISTRICT,WARD,Primary Permitting Status,Asset category,LIGHTS,Surface material,GIS Coordinate
3940,OURLAND PARK - Outdoor Tennis Court (  1),OURLAND PARK - Tennis Court Area,OURLAND PARK,18 OURLAND AVE,Etobicoke York,06,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.50956085,43.61631438)"
3942,OURLAND PARK - Outdoor Tennis Court (  2),OURLAND PARK - Tennis Court Area,OURLAND PARK,18 OURLAND AVE,Etobicoke York,06,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.50973223,43.61627647)"
3932,PARK LAWN PARK - Outdoor Tennis Court (  1),PARK LAWN PARK - Tennis Court Area,PARK LAWN PARK,330 PARK LAWN RD,Etobicoke York,05,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.4953937,43.63924231)"
3933,PARK LAWN PARK - Outdoor Tennis Court (  2),PARK LAWN PARK - Tennis Court Area,PARK LAWN PARK,330 PARK LAWN RD,Etobicoke York,05,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.49554973,43.63920899)"
3934,PARK LAWN PARK - Outdoor Tennis Court (  3),PARK LAWN PARK - Tennis Court Area,PARK LAWN PARK,330 PARK LAWN RD,Etobicoke York,05,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.49523155,43.63927564)"
3935,PARK LAWN PARK - Outdoor Tennis Court (  4),PARK LAWN PARK - Tennis Court Area,PARK LAWN PARK,330 PARK LAWN RD,Etobicoke York,05,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.49570423,43.63917566)"
29320,PARKWAY SOUTH TENNIS CLUBHOUSE,,CASSANDRA PARK,230 CASSANDRA BLVD,North York,34,Club,Clubhouse,,,"(-79.31915436,43.75468027)"
3920,PELMO PARK - Outdoor Tennis Court (  1),PELMO PARK - Tennis Court Area,PELMO PARK,171 PELLATT AVE,Etobicoke York,11,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.51906095,43.71397485)"
3921,PELMO PARK - Outdoor Tennis Court (  2),PELMO PARK - Tennis Court Area,PELMO PARK,171 PELLATT AVE,Etobicoke York,11,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.51924618,43.71394288)"
3922,PELMO PARK - Outdoor Tennis Court (  3),PELMO PARK - Tennis Court Area,PELMO PARK,171 PELLATT AVE,Etobicoke York,11,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.51942956,43.71391357)"
3913,PINE POINT PARK - Outdoor Tennis Court (  1),PINE POINT PARK - Tennis Court Area (  1),PINE POINT PARK,4 CONAN RD,Etobicoke York,02,Public,Outdoor Tennis Court,Yes,Clay,"(-79.54979383,43.71129856)"
3908,PINE POINT PARK - Outdoor Tennis Court (  1),PINE POINT PARK - Tennis Court Area (  2),PINE POINT PARK,4 CONAN RD,Etobicoke York,02,Club,Outdoor Tennis Court,Yes,Clay,"(-79.54384713,43.7125728)"
3909,PINE POINT PARK - Outdoor Tennis Court (  2),PINE POINT PARK - Tennis Court Area (  1),PINE POINT PARK,4 CONAN RD,Etobicoke York,02,Public,Outdoor Tennis Court,Yes,Clay,"(-79.54961871,43.71133286)"
3907,PINE POINT PARK - Outdoor Tennis Court (  2),PINE POINT PARK - Tennis Court Area (  2),PINE POINT PARK,4 CONAN RD,Etobicoke York,02,Club,Outdoor Tennis Court,Yes,Clay,"(-79.5436765,43.71261212)"
3910,PINE POINT PARK - Outdoor Tennis Court (  3),PINE POINT PARK - Tennis Court Area (  2),PINE POINT PARK,4 CONAN RD,Etobicoke York,02,Club,Outdoor Tennis Court,Yes,Clay,"(-79.54350184,43.71265415)"
3911,PINE POINT PARK - Outdoor Tennis Court (  4),PINE POINT PARK - Tennis Court Area (  2),PINE POINT PARK,4 CONAN RD,Etobicoke York,02,Club,Outdoor Tennis Court,Yes,Clay,"(-79.5433256,43.71269488)"
29597,PINE POINT PARK TENNIS CLUBHOUSE,,PINE POINT PARK,15 GRIERSON RD,Etobicoke York,02,Club,Clubhouse,,,"(-79.54408584,43.71256193)"
3898,PRAIRIE DRIVE PARK - Outdoor Tennis Court (  1),PRAIRIE DRIVE PARK - Tennis Court Area,PRAIRIE DRIVE PARK,70 PRAIRIE DR,Scarborough,35,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.28492538,43.69675134)"
3899,PRAIRIE DRIVE PARK - Outdoor Tennis Court (  2),PRAIRIE DRIVE PARK - Tennis Court Area,PRAIRIE DRIVE PARK,70 PRAIRIE DR,Scarborough,35,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.2847669,43.69681044)"
3900,PRAIRIE DRIVE PARK - Outdoor Tennis Court (  3),PRAIRIE DRIVE PARK - Tennis Court Area,PRAIRIE DRIVE PARK,70 PRAIRIE DR,Scarborough,35,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.28460568,43.69687151)"
3891,PRINCE OF WALES PARK - Outdoor Tennis Court (  1),PRINCE OF WALES PARK - Tennis Court Area,PRINCE OF WALES PARK,1 THIRD ST,Etobicoke York,06,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.49893224,43.59861493)"
3892,PRINCE OF WALES PARK - Outdoor Tennis Court (  2),PRINCE OF WALES PARK - Tennis Court Area,PRINCE OF WALES PARK,1 THIRD ST,Etobicoke York,06,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.49903764,43.59885933)"
3893,PRINCE OF WALES PARK - Outdoor Tennis Court (  3),PRINCE OF WALES PARK - Tennis Court Area,PRINCE OF WALES PARK,1 THIRD ST,Etobicoke York,06,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.4990875,43.59898665)"
3895,PRINCE OF WALES PARK - Outdoor Tennis Court (  4),PRINCE OF WALES PARK - Tennis Court Area,PRINCE OF WALES PARK,1 THIRD ST,Etobicoke York,06,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.49897992,43.59873166)"
3889,PRINCESS ANNE PARK - Outdoor Tennis Court (  1),PRINCESS ANNE PARK - Tennis Court Area,PRINCESS ANNE PARK,25A PRINCESS MARGARET Blvd,Etobicoke York,04,Public,Outdoor Tennis Court,No,Asphalt,"(-79.54023202,43.67270221)"
3890,PRINCESS ANNE PARK - Outdoor Tennis Court (  2),PRINCESS ANNE PARK - Tennis Court Area,PRINCESS ANNE PARK,25A PRINCESS MARGARET Blvd,Etobicoke York,04,Public,Outdoor Tennis Court,No,Asphalt,"(-79.54009938,43.67279909)"
3879,QUEENSWAY PARK - Outdoor Tennis Court,,QUEENSWAY PARK,8 AVON PARK DR,Etobicoke York,05,Public,Outdoor Tennis Court,No,Asphalt,"(-79.50594856,43.62657891)"
3872,RAMSDEN PARK - Outdoor Tennis Court (  1),RAMSDEN PARK - Tennis Court Area (  1),RAMSDEN PARK,1020 YONGE ST,Toronto East York,27,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.39151097,43.67626161)"
3867,RAMSDEN PARK - Outdoor Tennis Court (  1),RAMSDEN PARK - Tennis Court Area (  2),RAMSDEN PARK,1020 YONGE ST,Toronto East York,27,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.39375401,43.67670885)"
3871,RAMSDEN PARK - Outdoor Tennis Court (  1),RAMSDEN PARK - Tennis Court Area (  3),RAMSDEN PARK,1020 YONGE ST,Toronto East York,27,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.39480268,43.67641771)"
3874,RAMSDEN PARK - Outdoor Tennis Court (  2),RAMSDEN PARK - Tennis Court Area (  1),RAMSDEN PARK,1020 YONGE ST,Toronto East York,27,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.39167044,43.67623209)"
3875,RAMSDEN PARK - Outdoor Tennis Court (  2),RAMSDEN PARK - Tennis Court Area (  2),RAMSDEN PARK,1020 YONGE ST,Toronto East York,27,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.39415521,43.67651494)"
3868,RAMSDEN PARK - Outdoor Tennis Court (  2),RAMSDEN PARK - Tennis Court Area (  3),RAMSDEN PARK,1020 YONGE ST,Toronto East York,27,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.39463389,43.67645071)"
3869,RAMSDEN PARK - Outdoor Tennis Court (  3),RAMSDEN PARK - Tennis Court Area (  1),RAMSDEN PARK,1020 YONGE ST,Toronto East York,27,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.39199285,43.67616925)"
3876,RAMSDEN PARK - Outdoor Tennis Court (  3),RAMSDEN PARK - Tennis Court Area (  2),RAMSDEN PARK,1020 YONGE ST,Toronto East York,27,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.39419435,43.67663285)"
3873,RAMSDEN PARK - Outdoor Tennis Court (  3),RAMSDEN PARK - Tennis Court Area (  3),RAMSDEN PARK,1020 YONGE ST,Toronto East York,27,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.39518075,43.67642083)"
3878,RAMSDEN PARK - Outdoor Tennis Court (  4),RAMSDEN PARK - Tennis Court Area (  1),RAMSDEN PARK,1020 YONGE ST,Toronto East York,27,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.39183345,43.67620134)"
3877,RAMSDEN PARK - Outdoor Tennis Court (  4),RAMSDEN PARK - Tennis Court Area (  2),RAMSDEN PARK,1020 YONGE ST,Toronto East York,27,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.39371361,43.67659003)"
3870,RAMSDEN PARK - Outdoor Tennis Court (  4),RAMSDEN PARK - Tennis Court Area (  3),RAMSDEN PARK,1020 YONGE ST,Toronto East York,27,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.39501196,43.6764529)"
3858,RAVINA GARDENS - Outdoor Tennis Court (  1),RAVINA GARDENS - Tennis Court Area,HUMBERSIDE GROUNDS,230 GLENDONWYNNE RD,Etobicoke York,13,Public,Outdoor Tennis Court,No,Asphalt,"(-79.46973613,43.65990043)"
3859,RAVINA GARDENS - Outdoor Tennis Court (  2),RAVINA GARDENS - Tennis Court Area,HUMBERSIDE GROUNDS,230 GLENDONWYNNE RD,Etobicoke York,13,Public,Outdoor Tennis Court,No,Asphalt,"(-79.46959546,43.65984686)"
3860,RAVINA GARDENS - Outdoor Tennis Court (  3),RAVINA GARDENS - Tennis Court Area,HUMBERSIDE GROUNDS,230 GLENDONWYNNE RD,Etobicoke York,13,Public,Outdoor Tennis Court,No,Asphalt,"(-79.46977542,43.65960104)"
3861,RAVINA GARDENS - Outdoor Tennis Court (  4),RAVINA GARDENS - Tennis Court Area,HUMBERSIDE GROUNDS,230 GLENDONWYNNE RD,Etobicoke York,13,Public,Outdoor Tennis Court,No,Asphalt,"(-79.469913,43.65965168)"
3850,RENNIE PARK - Outdoor Tennis Court (  1),RENNIE PARK - Tennis Court Area,RENNIE PARK,1 RENNIE TER,Etobicoke York,13,Club,Outdoor Tennis Court,Yes,Coated,"(-79.47368631,43.64468087)"
3851,RENNIE PARK - Outdoor Tennis Court (  2),RENNIE PARK - Tennis Court Area,RENNIE PARK,1 RENNIE TER,Etobicoke York,13,Club,Outdoor Tennis Court,Yes,Coated,"(-79.4735216,43.64471571)"
3852,RENNIE PARK - Outdoor Tennis Court (  3),RENNIE PARK - Tennis Court Area,RENNIE PARK,1 RENNIE TER,Etobicoke York,13,Club,Outdoor Tennis Court,Yes,Coated,"(-79.47336239,43.64475056)"
3853,RENNIE PARK - Outdoor Tennis Court (  4),RENNIE PARK - Tennis Court Area,RENNIE PARK,1 RENNIE TER,Etobicoke York,13,Club,Outdoor Tennis Court,Yes,Coated,"(-79.47320318,43.64478442)"
3829,ROCKFORD PARK - Outdoor Tennis Court (  1),ROCKFORD PARK - Tennis Court Area,ROCKFORD PARK,70 ROCKFORD RD,North York,10,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.45320245,43.78603914)"
3830,ROCKFORD PARK - Outdoor Tennis Court (  2),ROCKFORD PARK - Tennis Court Area,ROCKFORD PARK,70 ROCKFORD RD,North York,10,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.45338247,43.78600336)"
3810,ROSEDALE PARK - Outdoor Tennis Court (  1),ROSEDALE PARK - Tennis Court Area (  1),ROSEDALE PARK,20 SCHOLFIELD AVE,Toronto East York,27,Club,Outdoor Tennis Court,Yes,Coated,"(-79.37869472,43.68336863)"
3812,ROSEDALE PARK - Outdoor Tennis Court (  1),ROSEDALE PARK - Tennis Court Area (  2),ROSEDALE PARK,20 SCHOLFIELD AVE,Toronto East York,27,Public,Outdoor Tennis Court,Yes,Coated,"(-79.37994518,43.68307411)"
3811,ROSEDALE PARK - Outdoor Tennis Court (  2),ROSEDALE PARK - Tennis Court Area (  1),ROSEDALE PARK,20 SCHOLFIELD AVE,Toronto East York,27,Club,Outdoor Tennis Court,Yes,Coated,"(-79.3788488,43.68333821)"
3817,ROSEDALE PARK - Outdoor Tennis Court (  2),ROSEDALE PARK - Tennis Court Area (  2),ROSEDALE PARK,20 SCHOLFIELD AVE,Toronto East York,27,Public,Outdoor Tennis Court,Yes,Coated,"(-79.380109,43.68304016)"
3816,ROSEDALE PARK - Outdoor Tennis Court (  3),ROSEDALE PARK - Tennis Court Area (  1),ROSEDALE PARK,20 SCHOLFIELD AVE,Toronto East York,27,Club,Outdoor Tennis Court,Yes,Coated,"(-79.37823572,43.68346108)"
3813,ROSEDALE PARK - Outdoor Tennis Court (  4),ROSEDALE PARK - Tennis Court Area (  1),ROSEDALE PARK,20 SCHOLFIELD AVE,Toronto East York,27,Club,Outdoor Tennis Court,Yes,Coated,"(-79.37854389,43.68339788)"
3814,ROSEDALE PARK - Outdoor Tennis Court (  5),ROSEDALE PARK - Tennis Court Area (  1),ROSEDALE PARK,20 SCHOLFIELD AVE,Toronto East York,27,Club,Outdoor Tennis Court,Yes,Coated,"(-79.3783898,43.68342948)"
3815,ROSEDALE PARK - Outdoor Tennis Court (  6),ROSEDALE PARK - Tennis Court Area (  1),ROSEDALE PARK,20 SCHOLFIELD AVE,Toronto East York,27,Club,Outdoor Tennis Court,Yes,Coated,"(-79.37808326,43.6834915)"
29616,ROSEDALE PARK TENNIS CLUBHOUSE,,ROSEDALE PARK,20 SCHOLFIELD AVE,Toronto East York,27,Club,Clubhouse,,,"(-79.37913189,43.6833129199999)"
3800,ROSETHORN PARK - Outdoor Tennis Court (  1),ROSETHORN PARK - Tennis Court Area,ROSETHORN PARK,26 REMINGTON DR,Etobicoke York,04,Club,Outdoor Tennis Court,Yes,Coated,"(-79.53885664,43.65842435)"
3801,ROSETHORN PARK - Outdoor Tennis Court (  2),ROSETHORN PARK - Tennis Court Area,ROSETHORN PARK,26 REMINGTON DR,Etobicoke York,04,Club,Outdoor Tennis Court,Yes,Coated,"(-79.53851445,43.65850203)"
3802,ROSETHORN PARK - Outdoor Tennis Court (  3),ROSETHORN PARK - Tennis Court Area,ROSETHORN PARK,26 REMINGTON DR,Etobicoke York,04,Club,Outdoor Tennis Court,Yes,Coated,"(-79.53868482,43.65846444)"
3797,ROTARY PEACE PARK - Outdoor Tennis Court (  1),ROTARY PEACE PARK - Tennis Court Area,ROTARY PEACE PARK,25 ELEVENTH ST,Etobicoke York,06,Public,Outdoor Tennis Court,No,Asphalt,"(-79.50806035,43.59518774)"
3798,ROTARY PEACE PARK - Outdoor Tennis Court (  2),ROTARY PEACE PARK - Tennis Court Area,ROTARY PEACE PARK,25 ELEVENTH ST,Etobicoke York,06,Public,Outdoor Tennis Court,No,Asphalt,"(-79.50810273,43.59528723)"
3791,ROYAL CREST PARK - Outdoor Tennis Court (  1),ROYAL CREST PARK - Tennis Court Area,ROYAL CREST PARK,50 CABERNET CIR,Etobicoke York,01,Public,Outdoor Tennis Court,Yes,Concrete,"(-79.60500827,43.75253274)"
3792,ROYAL CREST PARK - Outdoor Tennis Court (  2),ROYAL CREST PARK - Tennis Court Area,ROYAL CREST PARK,50 CABERNET CIR,Etobicoke York,01,Public,Outdoor Tennis Court,Yes,Concrete,"(-79.60517885,43.75249406)"
3793,ROYAL CREST PARK - Outdoor Tennis Court (  3),ROYAL CREST PARK - Tennis Court Area,ROYAL CREST PARK,50 CABERNET CIR,Etobicoke York,01,Public,Outdoor Tennis Court,Yes,Concrete,"(-79.6048405,43.75257244)"
3786,ROYWOOD PARK - Outdoor Tennis Court (  1),ROYWOOD PARK - Tennis Court Area,ROYWOOD PARK,2 ROYWOOD DR,North York,34,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.3210754,43.76370464)"
3787,ROYWOOD PARK - Outdoor Tennis Court (  2),ROYWOOD PARK - Tennis Court Area,ROYWOOD PARK,2 ROYWOOD DR,North York,34,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.32089574,43.76375187)"
3788,ROYWOOD PARK - Outdoor Tennis Court (  3),ROYWOOD PARK - Tennis Court Area,ROYWOOD PARK,2 ROYWOOD DR,North York,34,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.32071609,43.76379702)"
3789,ROYWOOD PARK - Outdoor Tennis Court (  4),ROYWOOD PARK - Tennis Court Area,ROYWOOD PARK,2 ROYWOOD DR,North York,34,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.32053786,43.76384321)"
28182,ROYWOOD PARK TENNIS CLUBHOUSE,,ROYWOOD PARK,2 ROYWOOD DR,North York,34,Club,Clubhouse,,,"(-79.32073912,43.7641261)"
3781,RUDDINGTON PARK - Outdoor Tennis Court (  1),RUDDINGTON PARK - Tennis Court Area,RUDDINGTON PARK,75 RUDDINGTON DR,North York,24,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.38942478,43.79258616)"
3782,RUDDINGTON PARK - Outdoor Tennis Court (  2),RUDDINGTON PARK - Tennis Court Area,RUDDINGTON PARK,75 RUDDINGTON DR,North York,24,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.38960763,43.79254746)"
3783,RUDDINGTON PARK - Outdoor Tennis Court (  3),RUDDINGTON PARK - Tennis Court Area,RUDDINGTON PARK,75 RUDDINGTON DR,North York,24,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.38978902,43.7925098)"
3778,RUNNYMEDE PARK - Outdoor Tennis Court (  1),RUNNYMEDE PARK - Tennis Court Area,RUNNYMEDE PARK,221 RYDING AVE,Etobicoke York,11,Public,Outdoor Tennis Court,No,Asphalt,"(-79.47774834,43.6682714)"
3779,RUNNYMEDE PARK - Outdoor Tennis Court (  2),RUNNYMEDE PARK - Tennis Court Area,RUNNYMEDE PARK,221 RYDING AVE,Etobicoke York,11,Public,Outdoor Tennis Court,No,Asphalt,"(-79.47790956,43.66823581)"
3768,SCARBOROUGH BLUFFS PARK - Outdoor Tennis Court (  1),SCARBOROUGH BLUFFS PARK - Tennis Court Area (  1),SCARBOROUGH BLUFFS PARK,61 UNDERCLIFF DR,Scarborough,36,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.24216212,43.70539961)"
3770,SCARBOROUGH BLUFFS PARK - Outdoor Tennis Court (  1),SCARBOROUGH BLUFFS PARK - Tennis Court Area (  2),SCARBOROUGH BLUFFS PARK,61 UNDERCLIFF DR,Scarborough,36,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.24148536,43.70551391)"
3769,SCARBOROUGH BLUFFS PARK - Outdoor Tennis Court (  2),SCARBOROUGH BLUFFS PARK - Tennis Court Area (  1),SCARBOROUGH BLUFFS PARK,61 UNDERCLIFF DR,Scarborough,36,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.24231327,43.70533757)"
3771,SCARBOROUGH BLUFFS PARK - Outdoor Tennis Court (  2),SCARBOROUGH BLUFFS PARK - Tennis Court Area (  2),SCARBOROUGH BLUFFS PARK,61 UNDERCLIFF DR,Scarborough,36,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.24164947,43.70545661)"
36745,SCARBOROUGH BLUFFS PARK - Tennis Clubhouse,,SCARBOROUGH BLUFFS PARK,61 UNDERCLIFF DR,Scarborough,36,Club,Clubhouse,,,"(-79.241436,43.705082)"
3762,SCARLETT MILLS PARK - Outdoor Tennis Court (  1),SCARLETT MILLS PARK - Tennis Court Area,SCARLETT MILLS PARK,235 EDENBRIDGE DR,Etobicoke York,04,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.51095312,43.67606649)"
3763,SCARLETT MILLS PARK - Outdoor Tennis Court (  2),SCARLETT MILLS PARK - Tennis Court Area,SCARLETT MILLS PARK,235 EDENBRIDGE DR,Etobicoke York,04,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.51079362,43.67612267)"
3764,SCARLETT MILLS PARK - Outdoor Tennis Court (  3),SCARLETT MILLS PARK - Tennis Court Area,SCARLETT MILLS PARK,235 EDENBRIDGE DR,Etobicoke York,04,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.51063253,43.67617656)"
3765,SCARLETT MILLS PARK - Outdoor Tennis Court (  4),SCARLETT MILLS PARK - Tennis Court Area,SCARLETT MILLS PARK,235 EDENBRIDGE DR,Etobicoke York,04,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.51047145,43.67623045)"
3753,SENECA HILL PARK - Outdoor Tennis Court (  1),SENECA HILL PARK - Tennis Court Area,SENECA HILL PARK,620 SENECA HILL DR,North York,33,Club,Outdoor Tennis Court,Yes,Coated,"(-79.35245229,43.79104936)"
3754,SENECA HILL PARK - Outdoor Tennis Court (  2),SENECA HILL PARK - Tennis Court Area,SENECA HILL PARK,620 SENECA HILL DR,North York,33,Club,Outdoor Tennis Court,Yes,Coated,"(-79.35208602,43.79107756)"
3755,SENECA HILL PARK - Outdoor Tennis Court (  3),SENECA HILL PARK - Tennis Court Area,SENECA HILL PARK,620 SENECA HILL DR,North York,33,Club,Outdoor Tennis Court,Yes,Coated,"(-79.35190224,43.79109397)"
3756,SENECA HILL PARK - Outdoor Tennis Court (  4),SENECA HILL PARK - Tennis Court Area,SENECA HILL PARK,620 SENECA HILL DR,North York,33,Club,Outdoor Tennis Court,Yes,Coated,"(-79.35226979,43.791063)"
3749,SENTINEL PARK - Outdoor Tennis Court (  1),SENTINEL PARK - Tennis Court Area,SENTINEL PARK,295 SENTINEL RD,North York,08,Public,Outdoor Tennis Court,No,Asphalt,"(-79.49813585,43.75574249)"
3750,SENTINEL PARK - Outdoor Tennis Court (  2),SENTINEL PARK - Tennis Court Area,SENTINEL PARK,295 SENTINEL RD,North York,08,Public,Outdoor Tennis Court,No,Asphalt,"(-79.49794742,43.75573101)"
3742,SEVEN OAKS PARK - Outdoor Tennis Court (  1),SEVEN OAKS PARK - Tennis Court Area,SEVEN OAKS PARK,372 MILITARY TRL,Scarborough,43,Club,Outdoor Tennis Court,Yes,Coated,"(-79.21050726,43.78812802)"
3743,SEVEN OAKS PARK - Outdoor Tennis Court (  2),SEVEN OAKS PARK - Tennis Court Area,SEVEN OAKS PARK,372 MILITARY TRL,Scarborough,43,Club,Outdoor Tennis Court,Yes,Coated,"(-79.21016463,43.78819659)"
3744,SEVEN OAKS PARK - Outdoor Tennis Court (  3),SEVEN OAKS PARK - Tennis Court Area,SEVEN OAKS PARK,372 MILITARY TRL,Scarborough,43,Club,Outdoor Tennis Court,Yes,Coated,"(-79.21033594,43.78816355)"
3737,SHAWNEE PARK - Outdoor Tennis Court (  1),SHAWNEE PARK - Tennis Court Area,SHAWNEE PARK,81 SHAWNEE CIR,North York,33,Public,Outdoor Tennis Court,No,Asphalt,"(-79.33870752,43.79754498)"
3738,SHAWNEE PARK - Outdoor Tennis Court (  2),SHAWNEE PARK - Tennis Court Area,SHAWNEE PARK,81 SHAWNEE CIR,North York,33,Public,Outdoor Tennis Court,No,Asphalt,"(-79.33839605,43.79727486)"
3739,SHAWNEE PARK - Outdoor Tennis Court (  3),SHAWNEE PARK - Tennis Court Area,SHAWNEE PARK,81 SHAWNEE CIR,North York,33,Public,Outdoor Tennis Court,No,Asphalt,"(-79.33853096,43.79758545)"
3740,SHAWNEE PARK - Outdoor Tennis Court (  4),SHAWNEE PARK - Tennis Court Area,SHAWNEE PARK,81 SHAWNEE CIR,North York,33,Public,Outdoor Tennis Court,No,Asphalt,"(-79.33857261,43.79723299)"
3733,SILVER CREEK PARK - Outdoor Tennis Court (  1),SILVER CREEK PARK - Tennis Court Area,SILVER CREEK PARK,44 STRATHDEE DR,Etobicoke York,04,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.54507528,43.68209369)"
3734,SILVER CREEK PARK - Outdoor Tennis Court (  2),SILVER CREEK PARK - Tennis Court Area,SILVER CREEK PARK,44 STRATHDEE DR,Etobicoke York,04,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.54471192,43.6821057)"
3735,SILVER CREEK PARK - Outdoor Tennis Court (  3),SILVER CREEK PARK - Tennis Court Area,SILVER CREEK PARK,44 STRATHDEE DR,Etobicoke York,04,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.54489458,43.68210005)"
3726,SIR ADAM BECK PARK - Outdoor Tennis Court (  1),SIR ADAM BECK PARK - Tennis Court Area,SIR ADAM BECK PARK,55 ELTHAM DR,Etobicoke York,06,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.54826365,43.60279773)"
3727,SIR ADAM BECK PARK - Outdoor Tennis Court (  2),SIR ADAM BECK PARK - Tennis Court Area,SIR ADAM BECK PARK,55 ELTHAM DR,Etobicoke York,06,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.548098,43.60283347)"
3718,SIR WINSTON CHURCHILL PARK - Outdoor Tennis Court (  4),SIR WINSTON CHURCHILL PARK - Tennis Court Area,SIR WINSTON CHURCHILL PARK,301 ST CLAIR AVE W,Toronto East York,22,Club,Outdoor Tennis Court,Yes,Coated,"(-79.40880188,43.68389191)"
3719,SIR WINSTON CHURCHILL PARK - Outdoor Tennis Court (  5),SIR WINSTON CHURCHILL PARK - Tennis Court Area,SIR WINSTON CHURCHILL PARK,301 ST CLAIR AVE W,Toronto East York,22,Club,Outdoor Tennis Court,Yes,Coated,"(-79.40898792,43.68348744)"
3720,SIR WINSTON CHURCHILL PARK - Outdoor Tennis Court (  6),SIR WINSTON CHURCHILL PARK - Tennis Court Area,SIR WINSTON CHURCHILL PARK,301 ST CLAIR AVE W,Toronto East York,22,Club,Outdoor Tennis Court,Yes,Coated,"(-79.40865961,43.68355863)"
3721,SIR WINSTON CHURCHILL PARK - Outdoor Tennis Court (  7),SIR WINSTON CHURCHILL PARK - Tennis Court Area,SIR WINSTON CHURCHILL PARK,301 ST CLAIR AVE W,Toronto East York,22,Club,Outdoor Tennis Court,Yes,Coated,"(-79.40912582,43.68381754)"
3722,SIR WINSTON CHURCHILL PARK - Outdoor Tennis Court (  8),SIR WINSTON CHURCHILL PARK - Tennis Court Area,SIR WINSTON CHURCHILL PARK,301 ST CLAIR AVE W,Toronto East York,22,Club,Outdoor Tennis Court,Yes,Coated,"(-79.40833568,43.68363142)"
3723,SIR WINSTON CHURCHILL PARK - Outdoor Tennis Court (  9),SIR WINSTON CHURCHILL PARK - Tennis Court Area,SIR WINSTON CHURCHILL PARK,301 ST CLAIR AVE W,Toronto East York,22,Club,Outdoor Tennis Court,Yes,Coated,"(-79.40847139,43.68396151)"
3724,SIR WINSTON CHURCHILL PARK - Outdoor Tennis Court ( 10),SIR WINSTON CHURCHILL PARK - Tennis Court Area,SIR WINSTON CHURCHILL PARK,301 ST CLAIR AVE W,Toronto East York,22,Club,Outdoor Tennis Court,Yes,Coated,"(-79.40882158,43.68352224)"
29641,SIR WINSTON CHURCHILL PARK TENNIS CLUBHOUSE,,SIR WINSTON CHURCHILL PARK,301 ST CLAIR AVE W,Toronto East York,22,Club,Clubhouse,,,"(-79.40842725,43.6843336599999)"
