ID,NAME,Tennis Court Area,Park Name,ADDRESS,DISTRICT,WARD,Primary Permitting Status,Asset category,LIGHTS,Surface material,GIS Coordinate
3010,LABURNHAM PARK - Outdoor Tennis Court (  2),LABURNHAM PARK - Tennis Court Area,LABURNHAM PARK,60 LABURNHAM AVE,Etobicoke York,06,Public,Outdoor Tennis Court,No,Asphalt,"(-79.52676603,43.60086738)"
3004,LAKESHORE BOULEVARD PARKLANDS - Outdoor Tennis Court (  1),LAKESHORE BOULEVARD PARKLANDS - Tennis Court Area,LAKESHORE BOULEVARD PARKLANDS,1389 LAKE SHORE BLVD W,Waterfront,14,Public,Outdoor Tennis Court,No,Asphalt,"(-79.43823951,43.6336196)"
3005,LAKESHORE BOULEVARD PARKLANDS - Outdoor Tennis Court (  2),LAKESHORE BOULEVARD PARKLANDS - Tennis Court Area,LAKESHORE BOULEVARD PARKLANDS,1389 LAKE SHORE BLVD W,Waterfront,14,Public,Outdoor Tennis Court,No,Asphalt,"(-79.43810085,43.6335481)"
3006,LAKESHORE BOULEVARD PARKLANDS - Outdoor Tennis Court (  3),LAKESHORE BOULEVARD PARKLANDS - Tennis Court Area,LAKESHORE BOULEVARD PARKLANDS,1389 LAKE SHORE BLVD W,Waterfront,14,Public,Outdoor Tennis Court,No,Asphalt,"(-79.43782879,43.63341275)"
3007,LAKESHORE BOULEVARD PARKLANDS - Outdoor Tennis Court (  4),LAKESHORE BOULEVARD PARKLANDS - Tennis Court Area,LAKESHORE BOULEVARD PARKLANDS,1389 LAKE SHORE BLVD W,Waterfront,14,Public,Outdoor Tennis Court,No,Asphalt,"(-79.43796043,43.63347914)"
3000,LAMBTON - KINGSWAY PARK - Outdoor Tennis Court (  1),LAMBTON - KINGSWAY PARK - Tennis Court Area,LAMBTON - KINGSWAY PARK,37 MARQUIS AVE,Etobicoke York,05,Public,Outdoor Tennis Court,No,Asphalt,"(-79.50740475,43.65812054)"
3001,LAMBTON - KINGSWAY PARK - Outdoor Tennis Court (  2),LAMBTON - KINGSWAY PARK - Tennis Court Area,LAMBTON - KINGSWAY PARK,37 MARQUIS AVE,Etobicoke York,05,Public,Outdoor Tennis Court,No,Asphalt,"(-79.50724031,43.65815782)"
3026,L'AMOREAUX SPORTS COMPLEX - Outdoor Tennis Court (  1),L'AMOREAUX SPORTS COMPLEX - Tennis Court Area,L'AMOREAUX SPORTS COMPLEX,300 SILVER SPRINGS BLVD,Scarborough,39,Club,Outdoor Tennis Court,Yes,Coated,"(-79.30543122,43.80589994)"
3022,L'AMOREAUX SPORTS COMPLEX - Outdoor Tennis Court (  2),L'AMOREAUX SPORTS COMPLEX - Tennis Court Area,L'AMOREAUX SPORTS COMPLEX,300 SILVER SPRINGS BLVD,Scarborough,39,Club,Outdoor Tennis Court,Yes,Coated,"(-79.3052636,43.80595373)"
3024,L'AMOREAUX SPORTS COMPLEX - Outdoor Tennis Court (  3),L'AMOREAUX SPORTS COMPLEX - Tennis Court Area,L'AMOREAUX SPORTS COMPLEX,300 SILVER SPRINGS BLVD,Scarborough,39,Club,Outdoor Tennis Court,Yes,Coated,"(-79.30509599,43.80600753)"
3020,L'AMOREAUX SPORTS COMPLEX - Outdoor Tennis Court (  4),L'AMOREAUX SPORTS COMPLEX - Tennis Court Area,L'AMOREAUX SPORTS COMPLEX,300 SILVER SPRINGS BLVD,Scarborough,39,Club,Outdoor Tennis Court,Yes,Coated,"(-79.30493064,43.80605969)"
3013,L'AMOREAUX SPORTS COMPLEX - Outdoor Tennis Court (  5),L'AMOREAUX SPORTS COMPLEX - Tennis Court Area,L'AMOREAUX SPORTS COMPLEX,300 SILVER SPRINGS BLVD,Scarborough,39,Club,Outdoor Tennis Court,Yes,Coated,"(-79.30476529,43.80611349)"
2996,LANYARD PARK - Outdoor Tennis Court (  1),LANYARD PARK - Tennis Court Area,LANYARD PARK,138 LANYARD RD,Etobicoke York,07,Public,Outdoor Tennis Court,No,Asphalt,"(-79.54852371,43.74722517)"
2997,LANYARD PARK - Outdoor Tennis Court (  2),LANYARD PARK - Tennis Court Area,LANYARD PARK,138 LANYARD RD,Etobicoke York,07,Public,Outdoor Tennis Court,No,Asphalt,"(-79.54870436,43.74718294)"
2998,LANYARD PARK - Outdoor Tennis Court (  3),LANYARD PARK - Tennis Court Area,LANYARD PARK,138 LANYARD RD,Etobicoke York,07,Public,Outdoor Tennis Court,No,Asphalt,"(-79.54888657,43.747143)"
2989,LAWRENCE PARK AND RAVINE - Outdoor Tennis Court (  1),LAWRENCE PARK AND RAVINE - Tennis Court Area,LAWRENCE PARK AND RAVINE,51 ALEXANDER MUIR RD,North York,25,Club,Outdoor Tennis Court,Yes,Clay,"(-79.39916151,43.72059609)"
2990,LAWRENCE PARK AND RAVINE - Outdoor Tennis Court (  2),LAWRENCE PARK AND RAVINE - Tennis Court Area,LAWRENCE PARK AND RAVINE,51 ALEXANDER MUIR RD,North York,25,Club,Outdoor Tennis Court,Yes,Clay,"(-79.39901512,43.7205392)"
2991,LAWRENCE PARK AND RAVINE - Outdoor Tennis Court (  3),LAWRENCE PARK AND RAVINE - Tennis Court Area,LAWRENCE PARK AND RAVINE,51 ALEXANDER MUIR RD,North York,25,Club,Outdoor Tennis Court,Yes,Clay,"(-79.3993069,43.72065371)"
29553,LAWRENCE PARK TENNIS CLUBHOUSE,,LAWRENCE PARK AND RAVINE,51 ALEXANDER MUIR RD,North York,25,Club,Clubhouse,,,"(-79.3990207,43.72079089)"
2979,LEASIDE PARK - Outdoor Tennis Court (  1),LEASIDE PARK - Tennis Court Area,LEASIDE PARK,5 LEASIDE PARK DR,North York,26,Club,Outdoor Tennis Court,Yes,Coated,"(-79.34929962,43.70293604)"
2980,LEASIDE PARK - Outdoor Tennis Court (  2),LEASIDE PARK - Tennis Court Area,LEASIDE PARK,5 LEASIDE PARK DR,North York,26,Club,Outdoor Tennis Court,Yes,Coated,"(-79.34943813,43.70285323)"
2981,LEASIDE PARK - Outdoor Tennis Court (  3),LEASIDE PARK - Tennis Court Area,LEASIDE PARK,5 LEASIDE PARK DR,North York,26,Club,Outdoor Tennis Court,Yes,Coated,"(-79.3491577,43.70301761)"
2982,LEASIDE PARK - Outdoor Tennis Court (  4),LEASIDE PARK - Tennis Court Area,LEASIDE PARK,5 LEASIDE PARK DR,North York,26,Club,Outdoor Tennis Court,Yes,Coated,"(-79.34901919,43.70310166)"
2983,LEASIDE PARK - Outdoor Tennis Court (  5),LEASIDE PARK - Tennis Court Area,LEASIDE PARK,5 LEASIDE PARK DR,North York,26,Club,Outdoor Tennis Court,Yes,Coated,"(-79.34873536,43.70326479)"
2984,LEASIDE PARK - Outdoor Tennis Court (  6),LEASIDE PARK - Tennis Court Area,LEASIDE PARK,5 LEASIDE PARK DR,North York,26,Club,Outdoor Tennis Court,Yes,Coated,"(-79.34887728,43.70318323)"
2968,LILLIAN PARK - Outdoor Tennis Court (  1),LILLIAN PARK - Tennis Court Area,LILLIAN PARK,227 OTONABEE AVE,North York,24,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.40793756,43.79762628)"
2969,LILLIAN PARK - Outdoor Tennis Court (  2),LILLIAN PARK - Tennis Court Area,LILLIAN PARK,227 OTONABEE AVE,North York,24,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.40775187,43.79760746)"
2970,LILLIAN PARK - Outdoor Tennis Court (  3),LILLIAN PARK - Tennis Court Area,LILLIAN PARK,227 OTONABEE AVE,North York,24,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.40812584,43.79764604)"
2993,LORA HILL PARK - Outdoor Tennis Court (  1),LORA HILL PARK - Tennis Court Area,LORA HILL PARK,36 FERNALROY BLVD,Etobicoke York,05,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.51464923,43.63832196)"
2994,LORA HILL PARK - Outdoor Tennis Court (  2),LORA HILL PARK - Tennis Court Area,LORA HILL PARK,36 FERNALROY BLVD,Etobicoke York,05,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.51451789,43.63840702)"
2941,LYTTON PARK - Outdoor Tennis Court (  1),LYTTON PARK - Tennis Court Area,LYTTON PARK,200 LYTTON BLVD,North York,16,Club,Outdoor Tennis Court,Yes,Coated,"(-79.41093783,43.71532333)"
2942,LYTTON PARK - Outdoor Tennis Court (  2),LYTTON PARK - Tennis Court Area,LYTTON PARK,200 LYTTON BLVD,North York,16,Club,Outdoor Tennis Court,Yes,Coated,"(-79.41129872,43.71540619)"
2943,LYTTON PARK - Outdoor Tennis Court (  3),LYTTON PARK - Tennis Court Area,LYTTON PARK,200 LYTTON BLVD,North York,16,Club,Outdoor Tennis Court,Yes,Coated,"(-79.41103906,43.71541304)"
29566,LYTTON PARK TENNIS CLUBHOUSE,,LYTTON PARK,200 LYTTON BLVD,North York,16,Club,Clubhouse,,,"(-79.41074681,43.71529366)"
2860,MAJOR ABBAS ALI PARK - Outdoor Tennis Court (  1),MAJOR ABBAS ALI PARK - Tennis Court Area,MAJOR ABBAS ALI PARK,180 MCLEVIN AVE,Scarborough,42,Club,Outdoor Tennis Court,Yes,Coated,"(-79.23197752,43.80349764)"
2861,MAJOR ABBAS ALI PARK - Outdoor Tennis Court (  2),MAJOR ABBAS ALI PARK - Tennis Court Area,MAJOR ABBAS ALI PARK,180 MCLEVIN AVE,Scarborough,42,Club,Outdoor Tennis Court,Yes,Coated,"(-79.23180428,43.80353729)"
2862,MAJOR ABBAS ALI PARK - Outdoor Tennis Court (  3),MAJOR ABBAS ALI PARK - Tennis Court Area,MAJOR ABBAS ALI PARK,180 MCLEVIN AVE,Scarborough,42,Club,Outdoor Tennis Court,Yes,Coated,"(-79.23163103,43.80357694)"
2932,MALVERN PARK - Outdoor Tennis Court (  1),MALVERN PARK - Tennis Court Area,MALVERN PARK,36 SEWELLS RD,Scarborough,42,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.2176839,43.80884495)"
2933,MALVERN PARK - Outdoor Tennis Court (  2),MALVERN PARK - Tennis Court Area,MALVERN PARK,36 SEWELLS RD,Scarborough,42,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.21793821,43.80901631)"
2934,MALVERN PARK - Outdoor Tennis Court (  3),MALVERN PARK - Tennis Court Area,MALVERN PARK,36 SEWELLS RD,Scarborough,42,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.21781194,43.80892936)"
2927,MANCHESTER PARK - Outdoor Tennis Court (  1),MANCHESTER PARK - Tennis Court Area,MANCHESTER PARK,75 MANCHESTER ST,Etobicoke York,06,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.49021165,43.62075451)"
2928,MANCHESTER PARK - Outdoor Tennis Court (  2),MANCHESTER PARK - Tennis Court Area,MANCHESTER PARK,75 MANCHESTER ST,Etobicoke York,06,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.49008945,43.62084742)"
2929,MANCHESTER PARK - Outdoor Tennis Court (  3),MANCHESTER PARK - Tennis Court Area,MANCHESTER PARK,75 MANCHESTER ST,Etobicoke York,06,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.48996698,43.62094273)"
2923,MAPLE LEAF PARK - Outdoor Tennis Court (  1),MAPLE LEAF PARK - Tennis Court Area,MAPLE LEAF PARK,320 CULFORD RD,Etobicoke York,12,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.4940859,43.71612334)"
2924,MAPLE LEAF PARK - Outdoor Tennis Court (  2),MAPLE LEAF PARK - Tennis Court Area,MAPLE LEAF PARK,320 CULFORD RD,Etobicoke York,12,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.49390429,43.71615853)"
2925,MAPLE LEAF PARK - Outdoor Tennis Court (  3),MAPLE LEAF PARK - Tennis Court Area,MAPLE LEAF PARK,320 CULFORD RD,Etobicoke York,12,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.49372407,43.71619372)"
60963,MARILYN BELL PARK - Outdoor Tennis Court (  1),MARILYN BELL PARK - Tennis Court Area,MARILYN BELL PARK,1095 LAKE SHORE BLVD W,Waterfront,14,Public,Outdoor Tennis Court,No,Asphalt,"(,)"
60964,MARILYN BELL PARK - Outdoor Tennis Court (  2),MARILYN BELL PARK - Tennis Court Area,MARILYN BELL PARK,1095 LAKE SHORE BLVD W,Waterfront,14,Public,Outdoor Tennis Court,No,Asphalt,"(,)"
60965,MARILYN BELL PARK - Outdoor Tennis Court (  3),MARILYN BELL PARK - Tennis Court Area,MARILYN BELL PARK,1095 LAKE SHORE BLVD W,Waterfront,14,Public,Outdoor Tennis Court,No,Asphalt,"(,)"
60966,MARILYN BELL PARK - Outdoor Tennis Court (  4),MARILYN BELL PARK - Tennis Court Area,MARILYN BELL PARK,1095 LAKE SHORE BLVD W,Waterfront,14,Public,Outdoor Tennis Court,No,Asphalt,"(,)"
2912,MARTIN GROVE GARDENS PARK - Outdoor Tennis Court (  1),MARTIN GROVE GARDENS PARK - Tennis Court Area,MARTIN GROVE GARDENS PARK,31 LAVINGTON DR,Etobicoke York,04,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.56345715,43.68950431)"
2913,MARTIN GROVE GARDENS PARK - Outdoor Tennis Court (  2),MARTIN GROVE GARDENS PARK - Tennis Court Area,MARTIN GROVE GARDENS PARK,31 LAVINGTON DR,Etobicoke York,04,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.56357188,43.68940418)"
2914,MARTIN GROVE GARDENS PARK - Outdoor Tennis Court (  3),MARTIN GROVE GARDENS PARK - Tennis Court Area,MARTIN GROVE GARDENS PARK,31 LAVINGTON DR,Etobicoke York,04,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.56369369,43.68931038)"
3575,MARYLAND PARK - Outdoor Tennis Court (  1),MARYLAND PARK - Tennis Court Area,MARYLAND PARK,19 MARYLAND BLVD,Toronto East York,31,Club,Outdoor Tennis Court,Yes,Coated,"(-79.29532472,43.69191706)"
3576,MARYLAND PARK - Outdoor Tennis Court (  2),MARYLAND PARK - Tennis Court Area,MARYLAND PARK,19 MARYLAND BLVD,Toronto East York,31,Club,Outdoor Tennis Court,Yes,Coated,"(-79.29516321,43.69195455)"
3577,MARYLAND PARK - Outdoor Tennis Court (  3),MARYLAND PARK - Tennis Court Area,MARYLAND PARK,19 MARYLAND BLVD,Toronto East York,31,Club,Outdoor Tennis Court,Yes,Coated,"(-79.29549318,43.69187832)"
3578,MARYLAND PARK - Outdoor Tennis Court (  4),MARYLAND PARK - Tennis Court Area,MARYLAND PARK,19 MARYLAND BLVD,Toronto East York,31,Club,Outdoor Tennis Court,Yes,Coated,"(-79.29499476,43.69199203)"
29571,MARYLAND PARK TENNIS CLUBHOUSE,,MARYLAND PARK,19 MARYLAND BLVD,Toronto East York,31,Club,Clubhouse,,,"(-79.29511541,43.69166907)"
2908,MARYVALE PARK - Outdoor Tennis Court (  1),MARYVALE PARK - Tennis Court Area,MARYVALE PARK,5 TRESTLESIDE GRV,Scarborough,37,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.3058628,43.75386682)"
2909,MARYVALE PARK - Outdoor Tennis Court (  2),MARYVALE PARK - Tennis Court Area,MARYVALE PARK,5 TRESTLESIDE GRV,Scarborough,37,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.30569425,43.75390303)"
2910,MARYVALE PARK - Outdoor Tennis Court (  3),MARYVALE PARK - Tennis Court Area,MARYVALE PARK,5 TRESTLESIDE GRV,Scarborough,37,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.30603482,43.75383187)"
2897,MCDAIRMID WOODS PARK - Outdoor Tennis Court (  1),MCDAIRMID WOODS PARK - Tennis Court Area,MCDAIRMID WOODS PARK,51 RUBIC CRES,Scarborough,41,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.26657777,43.7804893)"
2898,MCDAIRMID WOODS PARK - Outdoor Tennis Court (  2),MCDAIRMID WOODS PARK - Tennis Court Area,MCDAIRMID WOODS PARK,51 RUBIC CRES,Scarborough,41,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.26640424,43.78052596)"
2899,MCDAIRMID WOODS PARK - Outdoor Tennis Court (  3),MCDAIRMID WOODS PARK - Tennis Court Area,MCDAIRMID WOODS PARK,51 RUBIC CRES,Scarborough,41,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.2662307,43.78056261)"
2888,MCGREGOR PARK - Outdoor Tennis Court (  1),MCGREGOR PARK - Tennis Court Area,MCGREGOR PARK,2231 LAWRENCE AVE E,Scarborough,37,Public,Outdoor Tennis Court,No,Asphalt,"(-79.28106877,43.74695746)"
2889,MCGREGOR PARK - Outdoor Tennis Court (  2),MCGREGOR PARK - Tennis Court Area,MCGREGOR PARK,2231 LAWRENCE AVE E,Scarborough,37,Public,Outdoor Tennis Court,No,Asphalt,"(-79.2812399,43.74692237)"
2890,MCGREGOR PARK - Outdoor Tennis Court (  3),MCGREGOR PARK - Tennis Court Area,MCGREGOR PARK,2231 LAWRENCE AVE E,Scarborough,37,Public,Outdoor Tennis Court,No,Asphalt,"(-79.2809009,43.74699374)"
2883,MCNICOLL PARK - Outdoor Tennis Court (  1),MCNICOLL PARK - Tennis Court Area,MCNICOLL PARK,215 MCNICOLL AVE,North York,24,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.35406526,43.79802626)"
2884,MCNICOLL PARK - Outdoor Tennis Court (  2),MCNICOLL PARK - Tennis Court Area,MCNICOLL PARK,215 MCNICOLL AVE,North York,24,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.35369188,43.7981083)"
2885,MCNICOLL PARK - Outdoor Tennis Court (  3),MCNICOLL PARK - Tennis Court Area,MCNICOLL PARK,215 MCNICOLL AVE,North York,24,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.35387566,43.79806812)"
2872,MILL VALLEY PARK - Outdoor Tennis Court (  1),MILL VALLEY PARK - Tennis Court Area,MILL VALLEY PARK,412 MILL RD,Etobicoke York,03,Public,Outdoor Tennis Court,No,Asphalt,"(-79.58780012,43.64341557)"
2873,MILL VALLEY PARK - Outdoor Tennis Court (  2),MILL VALLEY PARK - Tennis Court Area,MILL VALLEY PARK,412 MILL RD,Etobicoke York,03,Public,Outdoor Tennis Court,No,Asphalt,"(-79.58794771,43.64334501)"
2868,MILLWOOD PARK - Outdoor Tennis Court (  1),MILLWOOD PARK - Tennis Court Area,MILLWOOD PARK,4370 BLOOR ST W,Etobicoke York,03,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.57917903,43.63202211)"
2869,MILLWOOD PARK - Outdoor Tennis Court (  2),MILLWOOD PARK - Tennis Court Area,MILLWOOD PARK,4370 BLOOR ST W,Etobicoke York,03,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.57882863,43.6319731)"
2870,MILLWOOD PARK - Outdoor Tennis Court (  3),MILLWOOD PARK - Tennis Court Area,MILLWOOD PARK,4370 BLOOR ST W,Etobicoke York,03,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.57900318,43.63199695)"
2864,MIMICO MEMORIAL PARK - Outdoor Tennis Court (  1),MIMICO MEMORIAL PARK - Tennis Court Area,MIMICO MEMORIAL PARK,75 HILLSIDE AVE,Etobicoke York,06,Club,Outdoor Tennis Court,Yes,Clay,"(-79.493644,43.60917779)"
2865,MIMICO MEMORIAL PARK - Outdoor Tennis Court (  2),MIMICO MEMORIAL PARK - Tennis Court Area,MIMICO MEMORIAL PARK,75 HILLSIDE AVE,Etobicoke York,06,Club,Outdoor Tennis Court,Yes,Clay,"(-79.49348227,43.6092118)"
2866,MIMICO MEMORIAL PARK - Outdoor Tennis Court (  3),MIMICO MEMORIAL PARK - Tennis Court Area,MIMICO MEMORIAL PARK,75 HILLSIDE AVE,Etobicoke York,06,Club,Outdoor Tennis Court,Yes,Clay,"(-79.4938036,43.60914378)"
29573,MIMICO MEMORIAL PARK TENNIS CLUBHOUSE,,MIMICO MEMORIAL PARK,29 GEORGE ST,Etobicoke York,06,Club,Clubhouse,,,"(-79.4935712,43.60893539)"
2856,MOORE PARK - Outdoor Tennis Court (  1),MOORE PARK - Tennis Court Area,MOORE PARK,110 CACTUS AVE,North York,23,Public,Outdoor Tennis Court,No,Asphalt,"(-79.43456388,43.79164456)"
2857,MOORE PARK - Outdoor Tennis Court (  2),MOORE PARK - Tennis Court Area,MOORE PARK,110 CACTUS AVE,North York,23,Public,Outdoor Tennis Court,No,Asphalt,"(-79.43438119,43.79168405)"
2858,MOORE PARK - Outdoor Tennis Court (  3),MOORE PARK - Tennis Court Area,MOORE PARK,110 CACTUS AVE,North York,23,Public,Outdoor Tennis Court,No,Asphalt,"(-79.43419849,43.79172451)"
3995,MOOREVALE PARK - Outdoor Tennis Court (  1),MOOREVALE PARK - Tennis Court Area,MOOREVALE PARK,175 MOORE AVE,Toronto East York,27,Club,Outdoor Tennis Court,Yes,Coated,"(-79.38236127,43.69325809)"
3996,MOOREVALE PARK - Outdoor Tennis Court (  2),MOOREVALE PARK - Tennis Court Area,MOOREVALE PARK,175 MOORE AVE,Toronto East York,27,Club,Outdoor Tennis Court,Yes,Coated,"(-79.38282529,43.69315927)"
3997,MOOREVALE PARK - Outdoor Tennis Court (  3),MOOREVALE PARK - Tennis Court Area,MOOREVALE PARK,175 MOORE AVE,Toronto East York,27,Club,Outdoor Tennis Court,Yes,Coated,"(-79.38267109,43.69319256)"
3998,MOOREVALE PARK - Outdoor Tennis Court (  4),MOOREVALE PARK - Tennis Court Area,MOOREVALE PARK,175 MOORE AVE,Toronto East York,27,Club,Outdoor Tennis Court,Yes,Coated,"(-79.3825169,43.6932248)"
3999,MOOREVALE PARK - Outdoor Tennis Court (  5),MOOREVALE PARK - Tennis Court Area,MOOREVALE PARK,175 MOORE AVE,Toronto East York,27,Club,Outdoor Tennis Court,Yes,Coated,"(-79.38297804,43.69312702)"
30923,MOOREVALE PARK LAWN BOWLING AND TENNIS CLUB,,MOOREVALE PARK,175 MOORE AVE,Toronto East York,27,Club,Clubhouse,,,"(-79.38223315,43.69358275)"
3981,MOSS PARK - Outdoor Tennis Court (  1),MOSS PARK - Tennis Court Area,MOSS PARK,150 SHERBOURNE ST,Toronto East York,27,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.37227743,43.65512985)"
3982,MOSS PARK - Outdoor Tennis Court (  2),MOSS PARK - Tennis Court Area,MOSS PARK,150 SHERBOURNE ST,Toronto East York,27,Public,Outdoor Tennis Court,Yes,Asphalt,"(-79.37211602,43.6551667)"
3974,NORTH BENDALE PARK - Outdoor Tennis Court (  1),NORTH BENDALE PARK - Tennis Court Area,NORTH BENDALE PARK,40 ERINLEA CRES,Scarborough,38,Club,Outdoor Tennis Court,Yes,Coated,"(-79.24578847,43.77006118)"
3975,NORTH BENDALE PARK - Outdoor Tennis Court (  2),NORTH BENDALE PARK - Tennis Court Area,NORTH BENDALE PARK,40 ERINLEA CRES,Scarborough,38,Club,Outdoor Tennis Court,Yes,Coated,"(-79.24596241,43.770025)"
3976,NORTH BENDALE PARK - Outdoor Tennis Court (  3),NORTH BENDALE PARK - Tennis Court Area,NORTH BENDALE PARK,40 ERINLEA CRES,Scarborough,38,Club,Outdoor Tennis Court,Yes,Coated,"(-79.24613777,43.76998679)"
3970,NORTH PARK - Outdoor Tennis Court (  1),NORTH PARK - Tennis Court Area,NORTH PARK,587 RUSTIC RD,Etobicoke York,12,Public,Outdoor Tennis Court,No,Asphalt,"(-79.47183506,43.71827696)"
3971,NORTH PARK - Outdoor Tennis Court (  2),NORTH PARK - Tennis Court Area,NORTH PARK,587 RUSTIC RD,Etobicoke York,12,Public,Outdoor Tennis Court,No,Asphalt,"(-79.47166319,43.71830252)"
29745,NORTH YORK TENNIS CLUB,,WILLOWDALE PARK,75 HOLLYWOOD AVE,North York,23,Club,Clubhouse,,,"(-79.40805249,43.7662024)"
3959,NORWOOD PARK - Outdoor Tennis Court (  1),NORWOOD PARK - Tennis Court Area,NORWOOD PARK,16 NORWOOD RD,Toronto East York,32,Public,Outdoor Tennis Court,No,Asphalt,"(-79.3029781,43.68261507)"
3960,NORWOOD PARK - Outdoor Tennis Court (  2),NORWOOD PARK - Tennis Court Area,NORWOOD PARK,16 NORWOOD RD,Toronto East York,32,Public,Outdoor Tennis Court,No,Asphalt,"(-79.30330383,43.68254627)"
3961,NORWOOD PARK - Outdoor Tennis Court (  3),NORWOOD PARK - Tennis Court Area,NORWOOD PARK,16 NORWOOD RD,Toronto East York,32,Public,Outdoor Tennis Court,No,Asphalt,"(-79.3034667,43.68251079)"
3962,NORWOOD PARK - Outdoor Tennis Court (  4),NORWOOD PARK - Tennis Court Area,NORWOOD PARK,16 NORWOOD RD,Toronto East York,32,Public,Outdoor Tennis Court,No,Asphalt,"(-79.30281523,43.68265055)"
3963,NORWOOD PARK - Outdoor Tennis Court (  5),NORWOOD PARK - Tennis Court Area,NORWOOD PARK,16 NORWOOD RD,Toronto East York,32,Public,Outdoor Tennis Court,No,Asphalt,"(-79.30314096,43.68258176)"
3952,OLD MILL SITE PARK - Outdoor Tennis Court (  1),OLD MILL SITE PARK - Tennis Court Area,OLD MILL SITE PARK,5 CATHERINE ST,Etobicoke York,13,Club,Outdoor Tennis Court,Yes,Coated,"(-79.49046919,43.65111594)"
3953,OLD MILL SITE PARK - Outdoor Tennis Court (  2),OLD MILL SITE PARK - Tennis Court Area,OLD MILL SITE PARK,5 CATHERINE ST,Etobicoke York,13,Club,Outdoor Tennis Court,Yes,Coated,"(-79.49029291,43.65114304)"
3954,OLD MILL SITE PARK - Outdoor Tennis Court (  3),OLD MILL SITE PARK - Tennis Court Area,OLD MILL SITE PARK,5 CATHERINE ST,Etobicoke York,13,Club,Outdoor Tennis Court,Yes,Coated,"(-79.49020169,43.65082075)"
3955,OLD MILL SITE PARK - Outdoor Tennis Court (  4),OLD MILL SITE PARK - Tennis Court Area,OLD MILL SITE PARK,5 CATHERINE ST,Etobicoke York,13,Club,Outdoor Tennis Court,Yes,Coated,"(-79.49036348,43.65057076)"
3947,ORIOLE PARK - NORTH YORK - Outdoor Tennis Court (  1),ORIOLE PARK - NORTH YORK - Tennis Court Area,ORIOLE PARK - NORTH YORK,2955 DON MILLS RD,North York,33,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.35078455,43.78203982)"
3948,ORIOLE PARK - NORTH YORK - Outdoor Tennis Court (  2),ORIOLE PARK - NORTH YORK - Tennis Court Area,ORIOLE PARK - NORTH YORK,2955 DON MILLS RD,North York,33,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.35088216,43.78174711)"
3949,ORIOLE PARK - NORTH YORK - Outdoor Tennis Court (  3),ORIOLE PARK - NORTH YORK - Tennis Court Area,ORIOLE PARK - NORTH YORK,2955 DON MILLS RD,North York,33,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.35071429,43.78176402)"
3950,ORIOLE PARK - NORTH YORK - Outdoor Tennis Court (  4),ORIOLE PARK - NORTH YORK - Tennis Court Area,ORIOLE PARK - NORTH YORK,2955 DON MILLS RD,North York,33,Club,Outdoor Tennis Court,Yes,Asphalt,"(-79.35095007,43.78201949)"
3944,ORIOLE PARK - TORONTO - Outdoor Tennis Court (  1),ORIOLE PARK - TORONTO - Tennis Court Area,ORIOLE PARK - TORONTO,201 ORIOLE PKWY,Toronto East York,22,Public,Outdoor Tennis Court,No,Asphalt,"(-79.39928015,43.6969922)"
3945,ORIOLE PARK - TORONTO - Outdoor Tennis Court (  2),ORIOLE PARK - TORONTO - Tennis Court Area,ORIOLE PARK - TORONTO,201 ORIOLE PKWY,Toronto East York,22,Public,Outdoor Tennis Court,No,Asphalt,"(-79.39944322,43.69695834)"
