Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/locations/parks/?name=OURLAND%20PARK,2,0,3.4188289999974586,259.3036119999965,3.4188289999974586,515.1883949999956,956.0,0.03322647591731787,0.0,520,520,520,520,520,520,520,520,520,520,520
GET,/api/locations/parks/?name=PARK%20LAWN%20PARK,3,0,4,393.73191300000104,3.469840000008162,1173.8487499999906,1941.0,0.04983971387597681,0.0,4,4,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/api/locations/parks/?name=PELMO%20PARK,1,0,1206.6653779999967,1206.6653779999967,1206.6653779999967,1206.6653779999967,1418.0,0.016613237958658936,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/api/locations/parks/?name=PINE%20POINT%20PARK,2,0,4,63.933010499994225,3.938503999989962,123.92751699999849,3318.0,0.03322647591731787,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/api/locations/parks/?name=PRAIRIE%20DRIVE%20PARK,3,0,4,286.66691233332625,3.694929999994656,852.3886259999927,1474.0,0.04983971387597681,0.0,4,4,850,850,850,850,850,850,850,850,850
GET,/api/locations/parks/?name=PRINCE%20OF%20WALES%20PARK,2,0,540.3004870000245,855.2447480000183,540.3004870000245,1170.189009000012,1989.0,0.03322647591731787,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/api/locations/parks/?name=PRINCESS%20ANNE%20PARK,3,0,420.0,525.5810606666765,3.6596470000063164,1152.5330880000126,1014.0,0.04983971387597681,0.0,420,420,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/api/locations/parks/?name=Park%20Name,5,0,120.0,342.7271689999884,3.8357069999790383,1160.0876439999865,424.0,0.08306618979329469,0.0,120,320,320,1200,1200,1200,1200,1200,1200,1200,1200
GET,/api/locations/parks/?name=QUEENSWAY%20PARK,3,0,300.0,508.9721260000033,264.7814169999947,959.4279020000158,444.0,0.04983971387597681,0.0,300,300,960,960,960,960,960,960,960,960,960
GET,/api/locations/parks/?name=RAMSDEN%20PARK,2,0,170.94221199999993,249.4492665000081,170.94221199999993,327.95632100001626,5821.0,0.03322647591731787,0.0,330,330,330,330,330,330,330,330,330,330,330
GET,/api/locations/parks/?name=RENNIE%20PARK,5,0,4,5.347582999996803,3.982436000001144,7.327494999998407,1877.0,0.08306618979329469,0.0,4,7,7,7,7,7,7,7,7,7,7
GET,/api/locations/parks/?name=ROCKFORD%20PARK,5,0,5,247.56241879999266,3.5574679999967884,1182.5263179999865,954.0,0.08306618979329469,0.0,5,42,42,1200,1200,1200,1200,1200,1200,1200,1200
GET,/api/locations/parks/?name=ROSEDALE%20PARK,1,0,4.552169999982425,4.552169999982425,4.552169999982425,4.552169999982425,4337.0,0.016613237958658936,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,/api/locations/parks/?name=ROSETHORN%20PARK,5,0,8,383.1522712000037,3.6330110000051263,1011.6882769999904,1445.0,0.08306618979329469,0.0,8,890,890,1000,1000,1000,1000,1000,1000,1000,1000
GET,/api/locations/parks/?name=ROTARY%20PEACE%20PARK,4,0,5,225.2776764999993,3.409425000000965,886.4040079999995,984.0,0.06645295183463575,0.0,6,6,890,890,890,890,890,890,890,890,890
GET,/api/locations/parks/?name=ROYAL%20CREST%20PARK,6,0,640.0,651.5978916666683,24.2321980000213,1128.8882869999952,1474.0,0.09967942775195363,0.0,690,690,1000,1000,1100,1100,1100,1100,1100,1100,1100
GET,/api/locations/parks/?name=ROYWOOD%20PARK,3,0,98,237.28696933333518,7.022140999993098,606.6231140000014,2281.0,0.04983971387597681,0.0,98,98,610,610,610,610,610,610,610,610,610
GET,/api/locations/parks/?name=RUDDINGTON%20PARK,7,0,130.0,585.2457102857168,5.050035000010666,1573.4922419999862,1453.0,0.11629266571061256,0.0,130,1000,1300,1300,1600,1600,1600,1600,1600,1600,1600
GET,/api/locations/parks/?name=RUNNYMEDE%20PARK,3,0,6,11.47229466666507,3.7718140000038147,24.712647999990622,965.0,0.04983971387597681,0.0,6,6,25,25,25,25,25,25,25,25,25
GET,/api/locations/parks/?name=SCARBOROUGH%20BLUFFS%20PARK,5,0,43,374.97731820000126,4.075972999999067,1176.053362999994,2484.0,0.08306618979329469,0.0,43,650,650,1200,1200,1200,1200,1200,1200,1200,1200
GET,/api/locations/parks/?name=SCARLETT%20MILLS%20PARK,4,0,5,186.1647095000052,4.58746900000051,669.286048999993,2006.0,0.06645295183463575,0.0,66,66,670,670,670,670,670,670,670,670,670
GET,/api/locations/parks/?name=SENECA%20HILL%20PARK,2,0,30.46995200000424,36.75932900000589,30.46995200000424,43.04870600000754,1944.0,0.03322647591731787,0.0,43,43,43,43,43,43,43,43,43,43,43
GET,/api/locations/parks/?name=SENTINEL%20PARK,6,0,26,460.7268091666678,3.919211999999561,1031.124659999989,954.0,0.09967942775195363,0.0,770,770,930,930,1000,1000,1000,1000,1000,1000,1000
GET,/api/locations/parks/?name=SEVEN%20OAKS%20PARK,4,0,74,137.92625625001165,59.21859700001164,322.108849000017,1448.0,0.06645295183463575,0.0,96,96,320,320,320,320,320,320,320,320,320
GET,/api/locations/parks/?name=SHAWNEE%20PARK,7,0,45,201.186452285713,3.7530580000009195,1144.9224619999825,1890.0,0.11629266571061256,0.0,45,60,140,140,1100,1100,1100,1100,1100,1100,1100
GET,/api/locations/parks/?name=SILVER%20CREEK%20PARK,3,0,320.0,229.41317633331929,4.425284999996393,367.8170159999752,1480.0,0.04983971387597681,0.0,320,320,370,370,370,370,370,370,370,370,370
GET,/api/locations/parks/?name=SIR%20ADAM%20BECK%20PARK,7,0,10,268.1390658571518,3.519202999996196,1031.2500440000179,986.0,0.11629266571061256,0.0,10,13,810,810,1000,1000,1000,1000,1000,1000,1000
GET,/api/locations/parks/?name=STANLEY%20PARK%20,3,0,8,159.59474433333298,3.661145999984683,467.1183600000006,2494.0,0.04983971387597681,0.0,8,8,470,470,470,470,470,470,470,470,470
GET,/api/locations/parks/?name=STANLEY%20PARK%20SOUTH%20-%20TORONTO,4,0,5,294.852117749997,4.2321619999938775,1136.9759920000035,1066.0,0.06645295183463575,0.0,33,33,1100,1100,1100,1100,1100,1100,1100,1100,1100
GET,/api/locations/parks/?name=STEPHEN%20LEACOCK%20PARK,5,0,190.0,315.97044319998986,8.103019000003542,1042.9017349999867,1998.0,0.08306618979329469,0.0,190,250,250,1000,1000,1000,1000,1000,1000,1000,1000
GET,/api/locations/parks/?name=STRATHBURN%20PARK,7,0,6,221.91913600000086,3.098741000002292,1217.8506059999847,981.0,0.11629266571061256,0.0,6,140,180,180,1200,1200,1200,1200,1200,1200,1200
GET,/api/locations/parks/?name=SUMMERLEA%20PARK,5,0,23,293.9542575999951,3.7805139999989024,1084.969204999993,962.0,0.08306618979329469,0.0,23,350,350,1100,1100,1100,1100,1100,1100,1100,1100
GET,/api/locations/parks/?name=SUNNYDALE%20ACRES%20PARK,7,0,11,78.75893728571067,3.4972459999949024,298.50411099999974,1994.0,0.11629266571061256,0.0,11,51,170,170,300,300,300,300,300,300,300
GET,/api/locations/parks/?name=SUNNYLEA%20PARK,6,0,8,97.43206050000215,3.2609329999786496,479.43808100001206,978.0,0.09967942775195363,0.0,15,15,76,76,480,480,480,480,480,480,480
GET,/api/locations/parks/?name=SWEENEY%20PARK,4,0,17,305.33303024999014,3.4394859999906657,1160.2031719999957,1421.0,0.06645295183463575,0.0,40,40,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/api/locations/parks/?name=SYMINGTON%20AVENUE%20PLAYGROUND,7,0,5,84.88296285714065,3.654554999997117,532.4263170000165,1047.0,0.11629266571061256,0.0,5,6,37,37,530,530,530,530,530,530,530
GET,/api/locations/parks/?name=TAM%20HEATHER%20COUNTRY%20CLUB%20GROUNDS,3,0,5,405.55025866666483,4.059727999987217,1207.960270000001,2062.0,0.04983971387597681,0.0,5,5,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/api/locations/parks/?name=THOMSON%20MEMORIAL%20PARK,6,0,5,14.913114499994625,3.476341999999022,38.94244999997909,1498.0,0.09967942775195363,0.0,9,9,29,29,39,39,39,39,39,39,39
GET,/api/locations/parks/?name=THREE%20VALLEYS%20PARK,3,0,5,7.5133293333446245,3.6817010000049777,13.874347000012222,988.0,0.04983971387597681,0.0,5,5,14,14,14,14,14,14,14,14,14
GET,/api/locations/parks/?name=TOM%20RILEY%20PARK,1,0,390.90414800000417,390.90414800000417,390.90414800000417,390.90414800000417,1469.0,0.016613237958658936,0.0,390,390,390,390,390,390,390,390,390,390,390
GET,/api/locations/parks/?name=TOPHAM%20PARK,2,0,463.60234400000877,802.2174325000009,463.60234400000877,1140.832520999993,962.0,0.03322647591731787,0.0,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
GET,/api/locations/parks/?name=TORONTO%20ISLANDS%20-%20HANLAN'S%20POINT%20PARK,5,0,7,119.93848340000568,4.358676000009609,561.4490100000182,3085.0,0.08306618979329469,0.0,7,22,22,560,560,560,560,560,560,560,560
GET,/api/locations/parks/?name=TOURNAMENT%20PARK,5,0,1100.0,704.3203572000039,4.704787999997961,1175.4571030000136,2345.0,0.08306618979329469,0.0,1100,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/api/locations/parks/?name=TRACE%20MANES%20PARK,4,0,6,112.65631775000173,5.663671000007753,289.82260099999735,2924.0,0.06645295183463575,0.0,150,150,290,290,290,290,290,290,290,290,290
GET,/api/locations/parks/?name=TRINITY%20BELLWOODS%20PARK,4,0,5,304.825383750007,3.478567000001931,1065.0227149999978,2041.0,0.06645295183463575,0.0,150,150,1100,1100,1100,1100,1100,1100,1100,1100,1100
GET,/api/locations/parks/?name=VALLEYFIELD%20PARK,2,0,5.0176620000002,5.033580999992182,5.0176620000002,5.049499999984164,448.0,0.03322647591731787,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,/api/locations/parks/?name=VIEWMOUNT%20PARK,1,0,50.58485999998652,50.58485999998652,50.58485999998652,50.58485999998652,1917.0,0.016613237958658936,0.0,51,51,51,51,51,51,51,51,51,51,51
GET,/api/locations/parks/?name=WANLESS%20PARK,1,0,1297.4653199999864,1297.4653199999864,1297.4653199999864,1297.4653199999864,2356.0,0.016613237958658936,0.0,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
GET,/api/locations/parks/?name=WEDGEWOOD%20PARK%20-%20ETOBICOKE,10,0,120.0,407.4546208999976,3.448120000001609,1147.3816139999826,453.0,0.16613237958658938,0.0,420,430,910,1000,1100,1100,1100,1100,1100,1100,1100
GET,/api/locations/parks/?name=WEDGEWOOD%20PARK%20-%20NORTH%20YORK,3,0,380.0,512.1620269999975,224.85970200000338,936.3245739999968,989.0,0.04983971387597681,0.0,380,380,940,940,940,940,940,940,940,940,940
GET,/api/locations/parks/?name=WEST%20DEANE%20PARK,2,0,3.4774300000037783,3.9493345000067848,3.4774300000037783,4.421239000009791,1953.0,0.03322647591731787,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/api/locations/parks/?name=WEST%20ROUGE%20PARK,3,0,5,5.509797333341264,4.848656999996592,6.63020300001449,1452.0,0.04983971387597681,0.0,5,5,7,7,7,7,7,7,7,7,7
GET,/api/locations/parks/?name=WESTGROVE%20PARK,5,0,90,445.54930759999826,3.5513140000205112,1402.0862499999964,1451.0,0.08306618979329469,0.0,90,730,730,1400,1400,1400,1400,1400,1400,1400,1400
GET,/api/locations/parks/?name=WESTMOUNT%20PARK,5,0,570.0,539.0523821999977,8.347071999992295,1055.77094100002,1443.0,0.08306618979329469,0.0,570,990,990,1100,1100,1100,1100,1100,1100,1100,1100
GET,/api/locations/parks/?name=WESTON%20LIONS%20PARK,10,0,32,342.1774897000063,3.503528000010192,1164.7344380000106,1977.0,0.16613237958658938,0.0,110,240,710,1100,1200,1200,1200,1200,1200,1200,1200
GET,/api/locations/parks/?name=WESTWAY%20PARK,7,0,110.0,389.7946747142791,4.327682999985427,1149.6139909999954,1914.0,0.11629266571061256,0.0,110,700,700,700,1100,1100,1100,1100,1100,1100,1100
GET,/api/locations/parks/?name=WILLOWDALE%20PARK,4,0,4.207531000020026,242.31480049999732,4.207531000020026,870.9736950000035,2318.0,0.06645295183463575,0.0,90,90,870,870,870,870,870,870,870,870,870
GET,/api/locations/parks/?name=WISHING%20WELL%20PARK,2,0,4.131309999991117,14.647498999991626,4.131309999991117,25.163687999992135,1467.0,0.03322647591731787,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/api/locations/parks/?name=WITHROW%20PARK,3,0,41,382.9536803333345,4.509608000006438,1103.175403999984,958.0,0.04983971387597681,0.0,41,41,1100,1100,1100,1100,1100,1100,1100,1100,1100
GET,/api/locations/parks/?name=YORK%20MILLS%20VALLEY%20PARK,7,0,78,293.13127471428805,5.368319000012889,1150.0042170000029,2958.0,0.11629266571061256,0.0,78,100,660,660,1200,1200,1200,1200,1200,1200,1200
,Aggregated,2490,0,46,1313.964659750602,2.3761789999809935,12983.411163999988,63972.337751004015,41.366962517060756,0.0,47,360,870,1100,5000,11000,12000,12000,12000,13000,13000
